,Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note,microsoft,google_vit,oschamp,wd14
466,58043,"Famous Fantastic Mysteries, March 1944",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194403.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1944-03-00,$0.25,132,pulp,FAMFANMYSMAR1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58010"">Dec. 1943</a>&#8592;Mar. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58033"">Jun. 1944</a><br/>
<!--isfdb specific-->
Vol. V, No. 6.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>
""The Ghost Pirates"" is significantly abridged to about 33,000 words; the Project Gutenberg version is about 48,000 words in length.<br>
""The Man Who Was Thursday"" is approximately the same length as the Project Gutenberg version.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, surrealism, romanticism","multiple boys, weapon, beard, sword, cover, facial hair, 6+boys, bald, parody, robe, holding weapon, holding, retro artstyle, holding sword, lightsaber, english text, fake cover, cover page, male focus"
467,58033,"Famous Fantastic Mysteries, June 1944",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194406.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1944-06-00,$0.25,132,pulp,FAMFANMYSJUN1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58043"">Mar. 1944</a>&#8592;Jun. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58061"">Sep. 1944</a><br/>
<!--isfdb specific-->
Vol. VI, No. 1.<br>The editor is not credited but Gnaedinger signs the editorial.<br>Lawrence and Fox are credited as the interior artists on the table of contents. Lawrence initials his work and Fox is assumed to be responsible for the other work (The Wendigo art).<br>
Based on style, Fox must be Matt Fox.<br>
""The Greatest Adventure"" in this publication is about 60,000 words in length. The Renaissance E Books edition is about 65,000 words in length.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, renaissance","cover, aircraft, dragon, airplane, cover page, retro artstyle, fire, fake cover, battle, monster, horns, english text, spacecraft, 1boy"
468,58061,"Famous Fantastic Mysteries, September 1944",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194409.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1944-09-00,$0.25,132,pulp,FAMFANMYSSEP1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58033"">Jun. 1944</a>&#8592;Sep. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58011"">Dec. 1944</a><br/>
<!--isfdb specific-->
Vol. VI, No. 2.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence, Clyne, and Kramer are credited as the interior artists on the table of contents. Clyne signs his work and Lawrence's work is identifiable by its style; Kramer is credited with the other work.<br> ""The Day of the Brown Horde"" is about 82,000 words in length which is same word count as the Kessinger Publishing, LLC edition which is a photographic reprint of the original book.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, renaissance","beard, multiple boys, parody, facial hair, old man, old, cover, tree, english text, male focus, white hair"
469,58011,"Famous Fantastic Mysteries, December 1944",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194412.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1944-12-00,$0.25,132,pulp,FAMFANMYSDEC1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58061"">Sep. 1944</a>&#8592;Dec. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58044"">Mar. 1945</a><br/>
<!--isfdb specific-->
Vol. VI, No. 3.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Clyne are credited as the interior artists on the table of contents. Clyne signs his work and Lawrence is presumed to be responsible for the other work.<br>
""The Lost Continent"" is about 92,000 words in length. The Project Gutenberg edition is about 97,000 words in length. The magazine version does not have the initial framing chapter which describes the main story as a found document.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism, romanticism","1girl, solo, jewelry, cover, brown hair, magazine cover, green eyes, looking at viewer, makeup, red nails, red lips, lipstick, necklace, nail polish, ring, curly hair, fake cover, bracelet, cover page"
470,58044,"Famous Fantastic Mysteries, March 1945",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194503.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1945-03-00,$0.25,132,pulp,FAMFANMYSMAR1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58011"">Dec. 1944</a>&#8592;Mar. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58034"">Jun. 1945</a><br/>
<!--isfdb specific-->
Vol. VI, No. 4.<br>The editor is not credited but Day and Ashley credit Gnaedinger.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, realism","cover, multiple boys, retro artstyle, 1girl, carrying, parody, fake cover, 2boys, cover page, 1980s \(style\), realistic, poster \(medium\), princess carry, dress, blonde hair, unconscious, torn clothes, black hair, barefoot"
471,58034,"Famous Fantastic Mysteries, June 1945",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194506.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1945-06-00,$0.25,132,pulp,FAMFANMYSJUN1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58044"">Mar. 1945</a>&#8592;Jun. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58062"">Sep. 1945</a><br/>
<!--isfdb specific-->
Vol. VI, No. 5.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>
The Project Gutenberg version of ""The Boats of the Glen Carrig"" is about 60,000 words in length. The version here is no more than 54,000 words in length.<br>
""Even a Worm"" is only about 32,000 words in length. The word count for the book publication is not known.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","watercraft, multiple boys, cover, hat, ship, boat, male focus, binoculars, parody, water, 2boys, realistic, camera"
472,58062,"Famous Fantastic Mysteries, September 1945",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194509.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1945-09-00,$0.25,132,pulp,FAMFANMYSSEP1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58034"">Jun. 1945</a>&#8592;Sep. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58012"">Dec. 1945</a><br/>
<!--isfdb specific-->
Vol. VI, No. 6.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>
""Phra the Phoenician"" is less than 90,000 words in length. The Google Books version is greater than 140,000 words in length.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism, renaissance","helmet, weapon, cover, sword, spacesuit, realistic, multiple boys, retro artstyle, space, 6+boys, armor, 1980s \(style\), cover page, star \(symbol\), poster \(medium\), traditional media, shield"
473,58012,"Famous Fantastic Mysteries, December 1945",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194512.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1945-12-00,$0.25,132,pulp,FAMFANMYSDEC1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58062"">Sep. 1945</a>&#8592;Dec. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58021"">Feb. 1946</a><br/>
<!--isfdb specific-->
Vol. VII, No. 1.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Clyne are credited as the interior artists on the table of contents. Determination of credit is based upon the distinctive styles of each artist.<br>""The Ancient Allan"" is continued on pages 112 through 123.<br>
""The Ancient Allan"" is about 84,000 words in length. The Project Gutenberg version is about 89,000 words in length.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism","cover, retro artstyle, fake cover, 1980s \(style\), parody, realistic, cover page, alien, manga cover"
474,58021,"Famous Fantastic Mysteries, February 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194602.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-02-00,$0.25,132,pulp,FAMFANMYSFEB1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58012"">Dec. 1945</a>&#8592;Feb. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57992"">Apr. 1946</a><br/>
<!--isfdb specific-->
Vol. VII, No. 2.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Cover illustrates <i>The House of the Secret</i>.<br>Statement of Ownership on page 59.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, surrealism, impressionism","cover, male focus, old, old man, fake cover, chair, 1boy, realistic, multiple boys, sitting, parody, signature, facial hair, dated"
475,57992,"Famous Fantastic Mysteries, April 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194604.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-04-00,$0.25,132,pulp,FAMFANMYSAPR1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58021"">Feb. 1946</a>&#8592;Apr. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58035"">Jun. 1946</a><br/>
<!--isfdb specific-->
Vol. VII, No. 3.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Clyne are credited as the interior artists on the table of contents. Clyne signs his work and Lawrence is presumed to be responsible for the other works.<br>
""The Island of Captain Sparrow"" is about 62,000 words in length. The downloadable version available on the Wright website is 69,000 words in length.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, surrealism, expressionism, post_impressionism, renaissance","1girl, 1boy, retro artstyle, cover, 1980s \(style\), dress, brown hair, barefoot, cover page, open mouth, 1990s \(style\), breasts, outstretched arm, black hair"
476,58035,"Famous Fantastic Mysteries, June 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194606.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-06-00,$0.25,132,pulp,FAMFANMYSJUN1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57992"">Apr. 1946</a>&#8592;Jun. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58001"">Aug. 1946</a><br/>
<!--isfdb specific-->
Vol. VII, No. 4.<br>The editor is not credited but Day and Ashley credit Gnaedinger.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","surrealism, art_nouveau, expressionism, post_impressionism, renaissance","cover, red eyes, magazine cover, fake cover, looking at viewer, cover page, 1boy, fire, english text, dated, one-eyed, male focus, realistic, horror \(theme\)"
477,58001,"Famous Fantastic Mysteries, August 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194608.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-08-00,$0.25,132,pulp,FAMFANMYSAUG1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58035"">Jun. 1946</a>&#8592;Aug. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58053"">Oct. 1946</a><br/>
<!--isfdb specific-->
Vol. 7, No. 5.<br>The editor is not credited but Day and Ashley credit Gnaedinger.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper, neck brace, mask","art_nouveau, surrealism, expressionism, post_impressionism, renaissance","cover, alien, retro artstyle, monster, multiple boys, 1980s \(style\), realistic, cover page, parody, fake cover, planet"
478,58013,"Famous Fantastic Mysteries, December 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194612.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-12-00,$0.25,132,pulp,FAMFANMYSDEC1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58053"">Oct. 1946</a>&#8592;Dec. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58022"">Feb. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 2.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other works.",comic book,comic book,"expressionism, art_nouveau, surrealism, post_impressionism","retro artstyle, cover, multiple boys, 1990s \(style\), cover page, 6+boys, alien, barefoot, signature, monster"
479,58022,"Famous Fantastic Mysteries, February 1947",https://isfdb.org/wiki/images/2/28/FAMFANMYSFEB1947.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-02-00,$0.25,132,pulp,FAMFANMYSFEB1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58013"">Dec. 1946</a>&#8592;Feb. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57993"">Apr. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 3.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other works.<br>""The Star Rover"" is about 84,000 words in length. The Project Gutenberg version is about 103,000 words in length.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, surrealism, expressionism, renaissance, post_impressionism","blonde hair, 1girl, parody, pelvic curtain, 1boy, scepter, cape, western comics \(style\), english text, navel, armpits, wand, multiple boys, loincloth, breasts, realistic, holding, dated, signature"
480,57993,"Famous Fantastic Mysteries, April 1947",https://isfdb.org/wiki/images/6/65/FAMFANMYSAPR1947.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-04-00,$0.25,132,pulp,FAMFANMYSAPR1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58022"">Feb. 1947</a>&#8592;Apr. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58036"">Jun. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 4.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay and McNutt are credited as the interior artists on the table of contents. Clyne is not credited on the table of contents but his work is clearly signed. Finlay and Clyne sign their work and Lawrence is presumed to be responsible for the other works.<br>
""Allan and the Ice-Gods"" is about 86,000 words in length. The Project Gutenberg Australia version is about 98,000 words in length.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","cover, retro artstyle, black hair, dress, cover page, fake cover, skeleton, 1boy, 1girl, leopard print, english text, short hair"
481,58036,"Famous Fantastic Mysteries, June 1947",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194706.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-06-00,$0.25,132,pulp,FAMFANMYSJUN1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57993"">Apr. 1947</a>&#8592;Jun. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58002"">Aug. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 5.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>
""The People of the Ruins"" is about 90,000 words in length which is about the same length as the Project Gutenberg Australia version.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, renaissance","1girl, jewelry, black hair, 1boy, cover, dress, formal, earrings, suit, hetero, cover page, breasts, bracelet, cleavage, yellow dress, ring, parody, english text, hat"
482,58002,"Famous Fantastic Mysteries, August 1947",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194708.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-08-00,$0.25,132,pulp,FAMFANMYSAUG1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58036"">Jun. 1947</a>&#8592;Aug. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58054"">Oct. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 6.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>""Minimum Man or Time to Be Gone"" is listed as ""Minimum Man, or, Time to Be Gone"" in the table of contents.",comic book,comic book,"art_nouveau, expressionism, surrealism, post_impressionism, renaissance","necktie, 1boy, retro artstyle, cover, male focus, belt, formal, suit, parody, cover page, robot, mecha, traditional media, teeth"
483,58054,"Famous Fantastic Mysteries, October 1947",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194710.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-10-00,$0.25,132,pulp,FAMFANMYSOCT1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58002"">Aug. 1947</a>&#8592;Oct. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58014"">Dec. 1947</a><br/>
<!--isfdb specific-->
Vol. 9, No. 1.<br>The editor is not credited but Day and Ashley credit Gnaedinger.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, surrealism, art_nouveau, post_impressionism, baroque","weapon, gun, cover, realistic, retro artstyle, 1boy, alien, 1980s \(style\), parody, science fiction, cover page, spacecraft, fake cover, blue skin, male focus, helmet, handgun"
484,58014,"Famous Fantastic Mysteries, December 1947",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194712.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-12-00,$0.25,132,pulp,FAMFANMYSDEC1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58054"">Oct. 1947</a>&#8592;Dec. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58023"">Feb. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 2.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other works.",comic book,comic book,"art_nouveau, expressionism, post_impressionism, surrealism, romanticism","1girl, cover, horse, riding, retro artstyle, horseback riding, weapon, dress, cover page, fire"
485,58023,"Famous Fantastic Mysteries, February 1948",https://isfdb.org/wiki/images/9/9c/FAMFANMYSFEB1948.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-02-00,$0.25,132,pulp,FAMFANMYSFEB1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58014"">Dec. 1947</a>&#8592;Feb. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57994"">Apr. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 3.The editor is not credited but Day and Ashley credit Gnaedinger.<br>",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, renaissance","motor vehicle, car, cover, 1girl, retro artstyle, parody, glasses, multiple boys, breasts, cover page, 1boy, blonde hair, western comics \(style\), formal, 1980s \(style\), suit, fake cover, dress"
486,57994,"Famous Fantastic Mysteries, April 1948",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194804.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-04-00,$0.25,132,pulp,FAMFANMYSAPR1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58023"">Feb. 1948</a>&#8592;Apr. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58037"">Jun. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 4.<br>The editor is not credited but Day and Ashley credit Gnaedinger.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, surrealism, post_impressionism","1boy, cover, old, pointing, pointing at viewer, male focus, solo, old man, fake cover, beard, facial hair, english text, parody, poster \(medium\), magazine cover, looking at viewer, cover page, smile, retro artstyle"
487,58037,"Famous Fantastic Mysteries, June 1948",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194806.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-06-00,$0.25,132,pulp,FAMFANMYSJUN1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57994"">Apr. 1948</a>&#8592;Jun. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58003"">Aug. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 5.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence, Finlay and McNutt are credited as the interior artists on the table of contents. Finlay and McNutt sign their work and Lawrence is presumed to be responsible for the other works.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism, renaissance","multiple girls, cover, multiple boys, retro artstyle, colored skin, english text, parody"
488,58003,"Famous Fantastic Mysteries, August 1948",https://isfdb.org/wiki/images/8/8c/FAMFANMYSAUG1948.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-08-00,$0.25,132,pulp,FAMFANMYSAUG1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58037"">Jun. 1948</a>&#8592;Aug. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58055"">Oct. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 6.<br>The editor is not credited but Day and Ashley credit Gnaedinger.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism","multiple boys, 1girl, blonde hair, retro artstyle, cover, robe, fake cover, cover page, lipstick, crown, blue eyes, 3boys, long hair, makeup, parody"
489,58055,"Famous Fantastic Mysteries, October 1948",https://isfdb.org/wiki/images/c/c4/FAMFANMYSOCT1948.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-10-00,$0.25,132,pulp,FAMFANMYSOCT1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58003"">Aug. 1948</a>&#8592;Oct. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58015"">Dec. 1948</a><br/>
<!--isfdb specific-->
Vol. 10, No. 1.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence, Finlay and Clyne are credited as the interior artists on the table of contents. Finlay and Clyne sign their work and Lawrence is presumed to be responsible for the other work.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","1girl, dress, retro artstyle, cover, moon, fire, parody, fake cover, night, realistic, breasts, black hair, 1980s \(style\), red dress, jewelry, necklace, night sky, pink dress, full moon, 1boy, star \(sky\)"
490,58015,"Famous Fantastic Mysteries, December 1948",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194812.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-12-00,$0.25,132,pulp,FAMFANMYSDEC1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58055"">Oct. 1948</a>&#8592;Dec. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58024"">Feb. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 2.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other works.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, surrealism, post_impressionism, baroque","cover, multiple boys, skull, english text, male focus, retro artstyle, realistic, skeleton, cover page"
491,58024,"Famous Fantastic Mysteries, February 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194902.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-02-00,$0.25,132,pulp,FAMFANMYSFEB1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58015"">Dec. 1948</a>&#8592;Feb. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57995"">Apr. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 3.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Leydenfrost are credited as the interior artists on the table of contents. Leydenfrost signs his work and Lawrence is presumed to be responsible for the other works.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","1girl, blonde hair, solo, swimsuit, bikini, long hair, cover, retro artstyle, magazine cover, realistic, fruit, food, fake cover, closed eyes, breasts"
492,57995,"Famous Fantastic Mysteries, April 1949",https://www.isfdb.org/wiki/images/e/eb/FAMFANMYSAPR1949.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-04-00,$0.25,132,pulp,FAMFANMYSAPR1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58024"">Feb. 1949</a>&#8592;Apr. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58038"">Jun. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 4.<br>The editor is not credited by Day and Ashley credit Gnaedinger.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism, renaissance","1girl, blonde hair, long hair, magazine cover, cover, arms up, retro artstyle, solo, fake cover, blue eyes, water, braid, very long hair, armor, parody"
493,58038,"Famous Fantastic Mysteries, June 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194906.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-06-00,$0.25,132,pulp,FAMFANMYSJUN1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57995"">Apr. 1949</a>&#8592;Jun. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58004"">Aug. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 5.<br>The editor is not credited by Day and Ashley credit Gnaedinger.<br>Lawrence and Leydenfrost are credited as the interior artists on the table of contents. Leydenfrost signs his work and Lawrence is presumed to be responsible for the other works.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism, renaissance","1girl, realistic, cover, retro artstyle, multiple boys, fake cover, castle, 1980s \(style\), brown hair, magazine cover, black hair, 1boy, western comics \(style\), cover page"
