,Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note,tag_list,wd_14,google_vit
99,56680,"Amazing Stories, September 1947",https://www.isfdb.org/wiki/images/f/f4/AMAZSEP1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-09-00,$0.25,180.0,pulp,AMAZSEP1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56240"">Aug. 1947</a>&#8592;Sep. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56642"">Oct. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 9. Cover illustrates ""The Star Kings.""",,"space, spacecraft, retro artstyle, science fiction, no humans, flying, explosion, cover","book jacket, dust cover, dust jacket, dust wrapper, comic book, cassette, bee eater, packet"
100,640820,"Amazing Stories Quarterly (Reissue), Spring 1948",https://isfdb.org/wiki/images/2/20/MZNGSTRSQD1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.35,,pulp,MZNGSTRSQD1948,MAGAZINE,"Spring 1948
The price is printed on cover.",,"1boy, male focus, solo, gloves, english text, underwear, retro artstyle, magazine cover, necklace, cape, star \(sky\), white gloves, parody, standing, realistic, jewelry, cover, artist name","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, web site, website, internet site, site"
101,56642,"Amazing Stories, October 1947",https://isfdb.org/wiki/images/0/03/AMAZOCT1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-10-00,$0.25,180.0,pulp,AMAZOCT1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56680"">Sep. 1947</a>&#8592;Oct. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56594"">Nov. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 10. Cover illustrates ""Trail of the Astrogar.""",,"retro artstyle, 1girl, cover, gloves, 1980s \(style\), bodysuit, brown hair, boots, solo, science fiction, yellow bodysuit, helmet, dated","comic book, book jacket, dust cover, dust jacket, dust wrapper, jigsaw puzzle, packet, toyshop"
102,640820,"Amazing Stories Quarterly (Reissue), Spring 1948",https://isfdb.org/wiki/images/2/20/MZNGSTRSQD1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.35,,pulp,MZNGSTRSQD1948,MAGAZINE,"Spring 1948
The price is printed on cover.",,"1boy, male focus, solo, gloves, english text, underwear, retro artstyle, magazine cover, necklace, cape, star \(sky\), white gloves, parody, standing, realistic, jewelry, cover, artist name","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, web site, website, internet site, site"
103,56368,"Amazing Stories, January 1948",https://www.isfdb.org/wiki/images/e/e3/AMAZJAN1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-01-00,$0.25,180.0,pulp,AMAZJAN1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56285"">Dec. 1947</a>&#8592;Jan. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56329"">Feb. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 1. Cover illustration untitled.",,"multiple boys, retro artstyle, military, military uniform, uniform, cover, 2boys, helmet, 1980s \(style\), box art, science fiction, robot, traditional media, cover page, male focus, hat","comic book, book jacket, dust cover, dust jacket, dust wrapper, toyshop, packet, cassette"
104,640819,"Amazing Stories Quarterly (Reissue), Summer 1948",https://isfdb.org/wiki/images/8/8c/MZNGSTRSQC1948.jpg,The Editor,Ziff-Davis,1948-07-00,$0.35,,pulp,MZNGSTRSQC1948,MAGAZINE,"Summer 1948
The price is printed on cover.",,"space, spacecraft, english text, no humans, vehicle focus, retro artstyle, military, cover, magazine cover, star \(sky\)","harmonica, mouth organ, harp, mouth harp, book jacket, dust cover, dust jacket, dust wrapper, comic book, ocarina, sweet potato, packet"
105,56329,"Amazing Stories, February 1948",https://www.isfdb.org/wiki/images/a/a1/AMAZFEB1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-02-00,$0.25,180.0,pulp,AMAZFEB1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56368"">Jan. 1948</a>&#8592;Feb. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56500"">Mar. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 2. Cover illustrates ""Prometheus II.""",,"space, spacecraft, planet, cover, no humans, retro artstyle, science fiction, alien, 1980s \(style\), military","book jacket, dust cover, dust jacket, dust wrapper, comic book, bee eater, packet, Band Aid"
106,640819,"Amazing Stories Quarterly (Reissue), Summer 1948",https://isfdb.org/wiki/images/8/8c/MZNGSTRSQC1948.jpg,The Editor,Ziff-Davis,1948-07-00,$0.35,,pulp,MZNGSTRSQC1948,MAGAZINE,"Summer 1948
The price is printed on cover.",,"space, spacecraft, english text, no humans, vehicle focus, retro artstyle, military, cover, magazine cover, star \(sky\)","harmonica, mouth organ, harp, mouth harp, book jacket, dust cover, dust jacket, dust wrapper, comic book, ocarina, sweet potato, packet"
107,640818,"Amazing Stories Quarterly (Reissue), Fall 1948",https://isfdb.org/wiki/images/3/30/MZNGSTRSQB1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.50,,pulp,MZNGSTRSQB1948,MAGAZINE,"Fall 1948
The price is printed on cover.",,"1girl, retro artstyle, 1980s \(style\), magazine cover, weapon, cover, gun, short hair, holding weapon, holding, robot, helmet, black hair, pink leotard, english text, holding gun, solo","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, slot, one-armed bandit, cassette"
108,56500,"Amazing Stories, March 1948",https://isfdb.org/wiki/images/d/db/AMAZMAR1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-03-00,$0.25,180.0,pulp,AMAZMAR1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56329"">Feb. 1948</a>&#8592;Mar. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56202"">Apr. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 3. Cover illustrates ""Gods of Venus.""",,"1girl, weapon, holding weapon, holding, retro artstyle, 1980s \(style\), breasts, gun, sword, holding gun, holding sword, belt, cover, black hair, boots, medium breasts, handgun, helmet, solo, energy gun, robot, shield, dated, pink leotard, short hair, long sleeves","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, cassette, packet"
109,640818,"Amazing Stories Quarterly (Reissue), Fall 1948",https://isfdb.org/wiki/images/3/30/MZNGSTRSQB1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.50,,pulp,MZNGSTRSQB1948,MAGAZINE,"Fall 1948
The price is printed on cover.",,"1girl, retro artstyle, 1980s \(style\), magazine cover, weapon, cover, gun, short hair, holding weapon, holding, robot, helmet, black hair, pink leotard, english text, holding gun, solo","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, slot, one-armed bandit, cassette"
110,56202,"Amazing Stories, April 1948",https://isfdb.org/wiki/images/e/ea/AMAZAPR1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-04-00,$0.25,180.0,pulp,AMAZAPR1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56500"">Mar. 1948</a>&#8592;Apr. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56549"">May 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 4. Cover illustrates ""The Monster from Mars.""",,"retro artstyle, cover, aircraft, 1980s \(style\), 1boy, realistic, monster, alien, science fiction, spacecraft, airplane, antennae","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, toyshop, cassette"
111,640817,"Amazing Stories Quarterly (Reissue), Winter 1948",https://isfdb.org/wiki/images/7/75/MZNGSTRSQR1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.50,,pulp,MZNGSTRSQR1948,MAGAZINE,"Winter 1948
The price is printed on cover.",,"nude, multiple boys, male focus, english text, 2boys, cover, retro artstyle, parody, convenient censoring","comic book, book jacket, dust cover, dust jacket, dust wrapper, bookshop, bookstore, bookstall, menu, cassette"
112,56463,"Amazing Stories, June 1948",https://www.isfdb.org/wiki/images/7/7a/AMAZJUN1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-06-00,$0.25,180.0,pulp,AMAZJUN1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56549"">May 1948</a>&#8592;Jun. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56414"">Jul. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 6. Cover illustrates ""Ice City of the Gorgon.""",,"1girl, nude, 1boy, cover, long hair, retro artstyle, backpack, bag, water, mountain, waterfall, wet, brown hair, english text, completely nude, bathing, parody, convenient censoring, weapon, orange hair, magazine cover","book jacket, dust cover, dust jacket, dust wrapper, comic book, Band Aid, packet, cassette"
113,640817,"Amazing Stories Quarterly (Reissue), Winter 1948",https://isfdb.org/wiki/images/7/75/MZNGSTRSQR1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.50,,pulp,MZNGSTRSQR1948,MAGAZINE,"Winter 1948
The price is printed on cover.",,"nude, multiple boys, male focus, english text, 2boys, cover, retro artstyle, parody, convenient censoring","comic book, book jacket, dust cover, dust jacket, dust wrapper, bookshop, bookstore, bookstall, menu, cassette"
114,56414,"Amazing Stories, July 1948",https://isfdb.org/wiki/images/e/e0/AMAZJUL1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-07-00,$0.25,164.0,pulp,AMAZJUL1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56463"">Jun. 1948</a>&#8592;Jul. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56241"">Aug. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 7. Cover illustrates ""The Man from Agharti.""",,"multiple boys, cover, retro artstyle, parody, male focus, 2boys, castle, building, realistic","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, cassette, bookshop, bookstore, bookstall"
115,640817,"Amazing Stories Quarterly (Reissue), Winter 1948",https://isfdb.org/wiki/images/7/75/MZNGSTRSQR1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.50,,pulp,MZNGSTRSQR1948,MAGAZINE,"Winter 1948
The price is printed on cover.",,"nude, multiple boys, male focus, english text, 2boys, cover, retro artstyle, parody, convenient censoring","comic book, book jacket, dust cover, dust jacket, dust wrapper, bookshop, bookstore, bookstall, menu, cassette"
116,56241,"Amazing Stories, August 1948",https://isfdb.org/wiki/images/d/d4/AMAZAUG1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-08-00,$0.25,164.0,pulp,AMAZAUG1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56414"">Jul. 1948</a>&#8592;Aug. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56681"">Sep. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 8. Cover illustrates ""Starship from Sirius."" Table of contents credits ""Science Fans Publish Checklist"" to Melvin Korshak, but actual author unknown.",,"1girl, blonde hair, breasts, cover, dress, retro artstyle, bug, weapon, medium breasts, sword, english text, cleavage","comic book, book jacket, dust cover, dust jacket, dust wrapper, cassette, toyshop, binder, ring-binder"
117,56595,"Amazing Stories, November 1948",https://isfdb.org/wiki/images/4/4e/AMAZNOV1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-11-00,$0.25,156.0,pulp,AMAZNOV1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56643"">Oct. 1948</a>&#8592;Nov. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56286"">Dec. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 11. Cover illustrates ""Castle of Terror.""",,"multiple boys, parody, tree, 2boys, cover, retro artstyle, hat, shirt, dog, outdoors","comic book, book jacket, dust cover, dust jacket, dust wrapper, jigsaw puzzle, toyshop, packet"
118,640816,"Amazing Stories Quarterly (Reissue), Spring 1949",https://isfdb.org/wiki/images/b/b5/MZNGSTRSQD1949.jpg,The Editor,Ziff-Davis,1949-00-00,$0.50,,pulp,MZNGSTRSQD1949,MAGAZINE,"Spring 1949
The price is printed on cover",,"1boy, magazine cover, male focus, cover, english text, fake cover, looking at viewer, solo, western comics \(style\)","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, ski mask, cassette"
119,56286,"Amazing Stories, December 1948",https://www.isfdb.org/wiki/images/a/ac/AMAZDEC1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-12-00,$0.25,156.0,pulp,AMAZDEC1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56595"">Nov. 1948</a>&#8592;Dec. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56369"">Jan. 1949</a><br/>
<!--isfdb specific-->

Vol 22, No 12. Cover illustrates ""Daughter of the Night.""",,"1boy, solo, magazine cover, cover, male focus, looking at viewer, yellow eyes, portrait, fake cover, colored skin, realistic, english text, retro artstyle","book jacket, dust cover, dust jacket, dust wrapper, comic book, cassette, packet, bee eater"
120,640816,"Amazing Stories Quarterly (Reissue), Spring 1949",https://isfdb.org/wiki/images/b/b5/MZNGSTRSQD1949.jpg,The Editor,Ziff-Davis,1949-00-00,$0.50,,pulp,MZNGSTRSQD1949,MAGAZINE,"Spring 1949
The price is printed on cover",,"1boy, magazine cover, male focus, cover, english text, fake cover, looking at viewer, solo, western comics \(style\)","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, ski mask, cassette"
121,56459,"Amazing Stories, June 1943",https://isfdb.org/wiki/images/6/6f/AMAZJUN1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-06-00,$0.25,212.0,pulp,AMAZJUN1943,MAGAZINE,"<!--isfdb specific-->
Vol 17 No 6. Cover illustrates ""Laboratory of the Mighty Mites."" Table of contents credits interior illustrations to Hadden, Robert Fuqua, Julian S. Krupa, Rod Ruth, Magarian, H. W. MacCauley, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue. 


<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56545"">May 1943</a>&#8592;Jun. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56411"">Jul. 1943</a><br/>
<!--isfdb specific-->",,"retro artstyle, 1boy, male focus, cover, joystick, pants, open mouth, english text, dated, box art, parody, magazine cover","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, bookshop, bookstore, bookstall, toyshop"
122,56498,"Amazing Stories, March 1945",https://isfdb.org/wiki/images/3/3f/AMAZMAR1945.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-03-00,$0.25,212.0,pulp,AMAZMAR1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56282"">Dec. 1944</a>&#8592;Mar. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56460"">Jun. 1945</a><br/>
<!--isfdb specific-->

Vol 19, No 1. Cover illustrates ""I Remember Lemuria.""",,"retro artstyle, 1girl, magazine cover, gloves, armor, cape, 1990s \(style\), cover, 1980s \(style\), weapon, knife, bikini armor, long hair, fingerless gloves, english text, helmet, spacecraft, fake cover, cover page, hand on own hip, braid, dated, copyright name","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, packet, toyshop"
123,56284,"Amazing Stories, December 1946",https://isfdb.org/wiki/images/1/16/AMAZDEC1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-12-00,$0.25,180.0,pulp,AMAZDEC1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56593"">Nov. 1946</a>&#8592;Dec. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56367"">Jan. 1947</a><br/>
<!--isfdb specific-->
<br>Price in Canada C$0.30

Vol 20, No 9. Cover illustrates ""The Land of Kui."" Kohn and Krupa are both credited for the illustrations of ""Double for Destiny."" Kohn's illustrations are signed, the unsigned illustration is assumed to be by Krupa.",,"planet, green skin, cover, alien, spacecraft, retro artstyle, space, helmet, earth \(planet\), colored skin","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, oil filter, microphone, mike"
124,56680,"Amazing Stories, September 1947",https://www.isfdb.org/wiki/images/f/f4/AMAZSEP1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-09-00,$0.25,180.0,pulp,AMAZSEP1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56240"">Aug. 1947</a>&#8592;Sep. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56642"">Oct. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 9. Cover illustrates ""The Star Kings.""",,"space, spacecraft, retro artstyle, science fiction, no humans, flying, explosion, cover","book jacket, dust cover, dust jacket, dust wrapper, comic book, cassette, bee eater, packet"
125,640820,"Amazing Stories Quarterly (Reissue), Spring 1948",https://isfdb.org/wiki/images/2/20/MZNGSTRSQD1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.35,,pulp,MZNGSTRSQD1948,MAGAZINE,"Spring 1948
The price is printed on cover.",,"1boy, male focus, solo, gloves, english text, underwear, retro artstyle, magazine cover, necklace, cape, star \(sky\), white gloves, parody, standing, realistic, jewelry, cover, artist name","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, web site, website, internet site, site"
126,56642,"Amazing Stories, October 1947",https://isfdb.org/wiki/images/0/03/AMAZOCT1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-10-00,$0.25,180.0,pulp,AMAZOCT1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56680"">Sep. 1947</a>&#8592;Oct. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56594"">Nov. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 10. Cover illustrates ""Trail of the Astrogar.""",,"retro artstyle, 1girl, cover, gloves, 1980s \(style\), bodysuit, brown hair, boots, solo, science fiction, yellow bodysuit, helmet, dated","comic book, book jacket, dust cover, dust jacket, dust wrapper, jigsaw puzzle, packet, toyshop"
127,640820,"Amazing Stories Quarterly (Reissue), Spring 1948",https://isfdb.org/wiki/images/2/20/MZNGSTRSQD1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.35,,pulp,MZNGSTRSQD1948,MAGAZINE,"Spring 1948
The price is printed on cover.",,"1boy, male focus, solo, gloves, english text, underwear, retro artstyle, magazine cover, necklace, cape, star \(sky\), white gloves, parody, standing, realistic, jewelry, cover, artist name","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, web site, website, internet site, site"
128,56285,"Amazing Stories, December 1947",https://www.isfdb.org/wiki/images/b/bb/AMAZDEC1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-12-00,$0.25,180.0,pulp,AMAZDEC1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56594"">Nov. 1947</a>&#8592;Dec. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56368"">Jan. 1948</a><br/>
<!--isfdb specific-->
<ul>
<li>Volume 21 Number 12. 
<li>Cover illustrates ""The Green Man Returns.""
<li>The essay ""The Rain of Fish"" by Pete Bogg is referenced in the table of contents and on the back cover of the magazine on p.175, but it does not appear in this issue.
</ul>",,"colored skin, 1boy, male focus, green skin, crossed arms, bald, cape, cover, giant, poster \(medium\), closed eyes, alien, retro artstyle, copyright name, solo, fake cover","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, cassette, menu"
129,640819,"Amazing Stories Quarterly (Reissue), Summer 1948",https://isfdb.org/wiki/images/8/8c/MZNGSTRSQC1948.jpg,The Editor,Ziff-Davis,1948-07-00,$0.35,,pulp,MZNGSTRSQC1948,MAGAZINE,"Summer 1948
The price is printed on cover.",,"space, spacecraft, english text, no humans, vehicle focus, retro artstyle, military, cover, magazine cover, star \(sky\)","harmonica, mouth organ, harp, mouth harp, book jacket, dust cover, dust jacket, dust wrapper, comic book, ocarina, sweet potato, packet"
130,56329,"Amazing Stories, February 1948",https://www.isfdb.org/wiki/images/a/a1/AMAZFEB1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-02-00,$0.25,180.0,pulp,AMAZFEB1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56368"">Jan. 1948</a>&#8592;Feb. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56500"">Mar. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 2. Cover illustrates ""Prometheus II.""",,"space, spacecraft, planet, cover, no humans, retro artstyle, science fiction, alien, 1980s \(style\), military","book jacket, dust cover, dust jacket, dust wrapper, comic book, bee eater, packet, Band Aid"
131,640818,"Amazing Stories Quarterly (Reissue), Fall 1948",https://isfdb.org/wiki/images/3/30/MZNGSTRSQB1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.50,,pulp,MZNGSTRSQB1948,MAGAZINE,"Fall 1948
The price is printed on cover.",,"1girl, retro artstyle, 1980s \(style\), magazine cover, weapon, cover, gun, short hair, holding weapon, holding, robot, helmet, black hair, pink leotard, english text, holding gun, solo","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, slot, one-armed bandit, cassette"
132,56500,"Amazing Stories, March 1948",https://isfdb.org/wiki/images/d/db/AMAZMAR1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-03-00,$0.25,180.0,pulp,AMAZMAR1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56329"">Feb. 1948</a>&#8592;Mar. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56202"">Apr. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 3. Cover illustrates ""Gods of Venus.""",,"1girl, weapon, holding weapon, holding, retro artstyle, 1980s \(style\), breasts, gun, sword, holding gun, holding sword, belt, cover, black hair, boots, medium breasts, handgun, helmet, solo, energy gun, robot, shield, dated, pink leotard, short hair, long sleeves","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, cassette, packet"
133,640818,"Amazing Stories Quarterly (Reissue), Fall 1948",https://isfdb.org/wiki/images/3/30/MZNGSTRSQB1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.50,,pulp,MZNGSTRSQB1948,MAGAZINE,"Fall 1948
The price is printed on cover.",,"1girl, retro artstyle, 1980s \(style\), magazine cover, weapon, cover, gun, short hair, holding weapon, holding, robot, helmet, black hair, pink leotard, english text, holding gun, solo","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, slot, one-armed bandit, cassette"
134,56202,"Amazing Stories, April 1948",https://isfdb.org/wiki/images/e/ea/AMAZAPR1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-04-00,$0.25,180.0,pulp,AMAZAPR1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56500"">Mar. 1948</a>&#8592;Apr. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56549"">May 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 4. Cover illustrates ""The Monster from Mars.""",,"retro artstyle, cover, aircraft, 1980s \(style\), 1boy, realistic, monster, alien, science fiction, spacecraft, airplane, antennae","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, toyshop, cassette"
135,640818,"Amazing Stories Quarterly (Reissue), Fall 1948",https://isfdb.org/wiki/images/3/30/MZNGSTRSQB1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.50,,pulp,MZNGSTRSQB1948,MAGAZINE,"Fall 1948
The price is printed on cover.",,"1girl, retro artstyle, 1980s \(style\), magazine cover, weapon, cover, gun, short hair, holding weapon, holding, robot, helmet, black hair, pink leotard, english text, holding gun, solo","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, slot, one-armed bandit, cassette"
136,56549,"Amazing Stories, May 1948",https://isfdb.org/wiki/images/d/de/AMAZMAY1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-05-00,$0.25,180.0,pulp,AMAZMAY1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56202"">Apr. 1948</a>&#8592;May 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56463"">Jun. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 5. Cover illustrates ""Armageddon.""",,"shield, weapon, sword, watercraft, ship, retro artstyle, holding shield, 1boy, helmet, box art, cape, poster \(medium\), holding, copyright name, armor, cover, realistic, giant, turban, holding weapon, holding sword, multiple boys, male focus, military vehicle, warship, 1980s \(style\)","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, jigsaw puzzle"
137,640817,"Amazing Stories Quarterly (Reissue), Winter 1948",https://isfdb.org/wiki/images/7/75/MZNGSTRSQR1948.jpg,The Editor,Ziff-Davis,1948-00-00,$0.50,,pulp,MZNGSTRSQR1948,MAGAZINE,"Winter 1948
The price is printed on cover.",,"nude, multiple boys, male focus, english text, 2boys, cover, retro artstyle, parody, convenient censoring","comic book, book jacket, dust cover, dust jacket, dust wrapper, bookshop, bookstore, bookstall, menu, cassette"
138,56463,"Amazing Stories, June 1948",https://www.isfdb.org/wiki/images/7/7a/AMAZJUN1948.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1948-06-00,$0.25,180.0,pulp,AMAZJUN1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56549"">May 1948</a>&#8592;Jun. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56414"">Jul. 1948</a><br/>
<!--isfdb specific-->

Vol 22, No 6. Cover illustrates ""Ice City of the Gorgon.""",,"1girl, nude, 1boy, cover, long hair, retro artstyle, backpack, bag, water, mountain, waterfall, wet, brown hair, english text, completely nude, bathing, parody, convenient censoring, weapon, orange hair, magazine cover","book jacket, dust cover, dust jacket, dust wrapper, comic book, Band Aid, packet, cassette"
139,56287,"Amazing Stories, December 1949",https://isfdb.org/wiki/images/9/96/AMAZDEC1949.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1949-12-00,$0.25,164.0,pulp,AMAZDEC1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56596"">Nov. 1949</a>&#8592;Dec. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56370"">Jan. 1950</a><br/>
<!--isfdb specific-->

Vol 23, No 12. Cover illustrates ""Moon of Battle."" Half of the book reviews by Morris Tish do not name the author, in those cases the canonical names were used. The essay ""First Tools"" listed in the Table of Contents could not be found in this issue.",,"1girl, dress, mini person, cover, breasts, flower, closed eyes, yellow dress, retro artstyle, minigirl, english text, armpits, sideboob, brown hair","comic book, book jacket, dust cover, dust jacket, dust wrapper, jigsaw puzzle, bee eater, packet"
