Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note
58011,"Famous Fantastic Mysteries, December 1944",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194412.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1944-12-00,$0.25,132,pulp,FAMFANMYSDEC1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58061"">Sep. 1944</a>&#8592;Dec. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58044"">Mar. 1945</a><br/>
<!--isfdb specific-->
Vol. VI, No. 3.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Clyne are credited as the interior artists on the table of contents. Clyne signs his work and Lawrence is presumed to be responsible for the other work.<br>
""The Lost Continent"" is about 92,000 words in length. The Project Gutenberg edition is about 97,000 words in length. The magazine version does not have the initial framing chapter which describes the main story as a found document."
58044,"Famous Fantastic Mysteries, March 1945",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194503.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1945-03-00,$0.25,132,pulp,FAMFANMYSMAR1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58011"">Dec. 1944</a>&#8592;Mar. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58034"">Jun. 1945</a><br/>
<!--isfdb specific-->
Vol. VI, No. 4.<br>The editor is not credited but Day and Ashley credit Gnaedinger."
58034,"Famous Fantastic Mysteries, June 1945",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194506.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1945-06-00,$0.25,132,pulp,FAMFANMYSJUN1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58044"">Mar. 1945</a>&#8592;Jun. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58062"">Sep. 1945</a><br/>
<!--isfdb specific-->
Vol. VI, No. 5.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>
The Project Gutenberg version of ""The Boats of the Glen Carrig"" is about 60,000 words in length. The version here is no more than 54,000 words in length.<br>
""Even a Worm"" is only about 32,000 words in length. The word count for the book publication is not known."
58062,"Famous Fantastic Mysteries, September 1945",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194509.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1945-09-00,$0.25,132,pulp,FAMFANMYSSEP1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58034"">Jun. 1945</a>&#8592;Sep. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58012"">Dec. 1945</a><br/>
<!--isfdb specific-->
Vol. VI, No. 6.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>
""Phra the Phoenician"" is less than 90,000 words in length. The Google Books version is greater than 140,000 words in length."
58012,"Famous Fantastic Mysteries, December 1945",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194512.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1945-12-00,$0.25,132,pulp,FAMFANMYSDEC1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58062"">Sep. 1945</a>&#8592;Dec. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58021"">Feb. 1946</a><br/>
<!--isfdb specific-->
Vol. VII, No. 1.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Clyne are credited as the interior artists on the table of contents. Determination of credit is based upon the distinctive styles of each artist.<br>""The Ancient Allan"" is continued on pages 112 through 123.<br>
""The Ancient Allan"" is about 84,000 words in length. The Project Gutenberg version is about 89,000 words in length."
58021,"Famous Fantastic Mysteries, February 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194602.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-02-00,$0.25,132,pulp,FAMFANMYSFEB1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58012"">Dec. 1945</a>&#8592;Feb. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57992"">Apr. 1946</a><br/>
<!--isfdb specific-->
Vol. VII, No. 2.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Cover illustrates <i>The House of the Secret</i>.<br>Statement of Ownership on page 59."
57992,"Famous Fantastic Mysteries, April 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194604.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-04-00,$0.25,132,pulp,FAMFANMYSAPR1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58021"">Feb. 1946</a>&#8592;Apr. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58035"">Jun. 1946</a><br/>
<!--isfdb specific-->
Vol. VII, No. 3.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Clyne are credited as the interior artists on the table of contents. Clyne signs his work and Lawrence is presumed to be responsible for the other works.<br>
""The Island of Captain Sparrow"" is about 62,000 words in length. The downloadable version available on the Wright website is 69,000 words in length."
58035,"Famous Fantastic Mysteries, June 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194606.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-06-00,$0.25,132,pulp,FAMFANMYSJUN1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57992"">Apr. 1946</a>&#8592;Jun. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58001"">Aug. 1946</a><br/>
<!--isfdb specific-->
Vol. VII, No. 4.<br>The editor is not credited but Day and Ashley credit Gnaedinger."
58001,"Famous Fantastic Mysteries, August 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194608.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-08-00,$0.25,132,pulp,FAMFANMYSAUG1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58035"">Jun. 1946</a>&#8592;Aug. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58053"">Oct. 1946</a><br/>
<!--isfdb specific-->
Vol. 7, No. 5.<br>The editor is not credited but Day and Ashley credit Gnaedinger."
58013,"Famous Fantastic Mysteries, December 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194612.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-12-00,$0.25,132,pulp,FAMFANMYSDEC1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58053"">Oct. 1946</a>&#8592;Dec. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58022"">Feb. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 2.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other works."
58022,"Famous Fantastic Mysteries, February 1947",https://isfdb.org/wiki/images/2/28/FAMFANMYSFEB1947.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-02-00,$0.25,132,pulp,FAMFANMYSFEB1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58013"">Dec. 1946</a>&#8592;Feb. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57993"">Apr. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 3.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other works.<br>""The Star Rover"" is about 84,000 words in length. The Project Gutenberg version is about 103,000 words in length."
57993,"Famous Fantastic Mysteries, April 1947",https://isfdb.org/wiki/images/6/65/FAMFANMYSAPR1947.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-04-00,$0.25,132,pulp,FAMFANMYSAPR1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58022"">Feb. 1947</a>&#8592;Apr. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58036"">Jun. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 4.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay and McNutt are credited as the interior artists on the table of contents. Clyne is not credited on the table of contents but his work is clearly signed. Finlay and Clyne sign their work and Lawrence is presumed to be responsible for the other works.<br>
""Allan and the Ice-Gods"" is about 86,000 words in length. The Project Gutenberg Australia version is about 98,000 words in length."
58036,"Famous Fantastic Mysteries, June 1947",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194706.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-06-00,$0.25,132,pulp,FAMFANMYSJUN1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57993"">Apr. 1947</a>&#8592;Jun. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58002"">Aug. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 5.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>
""The People of the Ruins"" is about 90,000 words in length which is about the same length as the Project Gutenberg Australia version."
58002,"Famous Fantastic Mysteries, August 1947",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194708.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-08-00,$0.25,132,pulp,FAMFANMYSAUG1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58036"">Jun. 1947</a>&#8592;Aug. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58054"">Oct. 1947</a><br/>
<!--isfdb specific-->
Vol. 8, No. 6.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>""Minimum Man or Time to Be Gone"" is listed as ""Minimum Man, or, Time to Be Gone"" in the table of contents."
58054,"Famous Fantastic Mysteries, October 1947",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194710.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-10-00,$0.25,132,pulp,FAMFANMYSOCT1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58002"">Aug. 1947</a>&#8592;Oct. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58014"">Dec. 1947</a><br/>
<!--isfdb specific-->
Vol. 9, No. 1.<br>The editor is not credited but Day and Ashley credit Gnaedinger."
58014,"Famous Fantastic Mysteries, December 1947",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194712.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1947-12-00,$0.25,132,pulp,FAMFANMYSDEC1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58054"">Oct. 1947</a>&#8592;Dec. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58023"">Feb. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 2.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other works."
58023,"Famous Fantastic Mysteries, February 1948",https://isfdb.org/wiki/images/9/9c/FAMFANMYSFEB1948.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-02-00,$0.25,132,pulp,FAMFANMYSFEB1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58014"">Dec. 1947</a>&#8592;Feb. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57994"">Apr. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 3.The editor is not credited but Day and Ashley credit Gnaedinger.<br>"
57994,"Famous Fantastic Mysteries, April 1948",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194804.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-04-00,$0.25,132,pulp,FAMFANMYSAPR1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58023"">Feb. 1948</a>&#8592;Apr. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58037"">Jun. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 4.<br>The editor is not credited but Day and Ashley credit Gnaedinger."
58037,"Famous Fantastic Mysteries, June 1948",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194806.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-06-00,$0.25,132,pulp,FAMFANMYSJUN1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57994"">Apr. 1948</a>&#8592;Jun. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58003"">Aug. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 5.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence, Finlay and McNutt are credited as the interior artists on the table of contents. Finlay and McNutt sign their work and Lawrence is presumed to be responsible for the other works."
58003,"Famous Fantastic Mysteries, August 1948",https://isfdb.org/wiki/images/8/8c/FAMFANMYSAUG1948.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-08-00,$0.25,132,pulp,FAMFANMYSAUG1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58037"">Jun. 1948</a>&#8592;Aug. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58055"">Oct. 1948</a><br/>
<!--isfdb specific-->
Vol. 9, No. 6.<br>The editor is not credited but Day and Ashley credit Gnaedinger."
58055,"Famous Fantastic Mysteries, October 1948",https://isfdb.org/wiki/images/c/c4/FAMFANMYSOCT1948.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-10-00,$0.25,132,pulp,FAMFANMYSOCT1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58003"">Aug. 1948</a>&#8592;Oct. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58015"">Dec. 1948</a><br/>
<!--isfdb specific-->
Vol. 10, No. 1.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence, Finlay and Clyne are credited as the interior artists on the table of contents. Finlay and Clyne sign their work and Lawrence is presumed to be responsible for the other work."
58015,"Famous Fantastic Mysteries, December 1948",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194812.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1948-12-00,$0.25,132,pulp,FAMFANMYSDEC1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58055"">Oct. 1948</a>&#8592;Dec. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58024"">Feb. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 2.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other works."
58024,"Famous Fantastic Mysteries, February 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194902.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-02-00,$0.25,132,pulp,FAMFANMYSFEB1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58015"">Dec. 1948</a>&#8592;Feb. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57995"">Apr. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 3.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Leydenfrost are credited as the interior artists on the table of contents. Leydenfrost signs his work and Lawrence is presumed to be responsible for the other works."
57995,"Famous Fantastic Mysteries, April 1949",https://www.isfdb.org/wiki/images/e/eb/FAMFANMYSAPR1949.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-04-00,$0.25,132,pulp,FAMFANMYSAPR1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58024"">Feb. 1949</a>&#8592;Apr. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58038"">Jun. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 4.<br>The editor is not credited by Day and Ashley credit Gnaedinger."
58038,"Famous Fantastic Mysteries, June 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194906.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-06-00,$0.25,132,pulp,FAMFANMYSJUN1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57995"">Apr. 1949</a>&#8592;Jun. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58004"">Aug. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 5.<br>The editor is not credited by Day and Ashley credit Gnaedinger.<br>Lawrence and Leydenfrost are credited as the interior artists on the table of contents. Leydenfrost signs his work and Lawrence is presumed to be responsible for the other works."
58004,"Famous Fantastic Mysteries, August 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194908.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-08-00,$0.25,132,pulp,FAMFANMYSAUG1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58038"">Jun. 1949</a>&#8592;Aug. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58056"">Oct. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 6.<br>The editor is not credited by Day and Ashley credit Gnaedinger.<br>Lawrence and Bok are credited as the interior artists on the table of contents. Bok signs one work and another is clearly in his style."
58056,"Famous Fantastic Mysteries, October 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194910.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-10-00,$0.25,132,pulp,FAMFANMYSOCT1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58004"">Aug. 1949</a>&#8592;Oct. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58016"">Dec. 1949</a><br/>
<!--isfdb specific-->
Vol. 11, No. 1.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column."
58016,"Famous Fantastic Mysteries, December 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194912.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-12-00,$0.25,132,pulp,FAMFANMYSDEC1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58056"">Oct. 1949</a>&#8592;Dec. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58025"">Feb. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 2.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence, Leydenfrost, and Finlay are credited as the interior artists on the table of contents. Finlay signs his work."
58025,"Famous Fantastic Mysteries, February 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195002.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-02-00,$0.25,132,pulp,FAMFANMYSFEB1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58016"">Dec. 1949</a>&#8592;Feb. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57996"">Apr. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 3.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column."
57996,"Famous Fantastic Mysteries, April 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195004.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-04-00,$0.25,132,pulp,FAMFANMYSAPR1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58025"">Feb. 1950</a>&#8592;Apr. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58039"">Jun. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 4.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column."
58039,"Famous Fantastic Mysteries, June 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195006.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-06-00,$0.25,132,pulp,FAMFANMYSJUN1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57996"">Apr. 1950</a>&#8592;Jun. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58005"">Aug. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 5.<br>Lawrence, Finlay, and Bok are credited as the interior artists on the table of contents. Finlay signs his work. Attribution of the other works are based upon the style of the two artists."
58005,"Famous Fantastic Mysteries, August 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195008.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-08-00,$0.25,132,pulp,FAMFANMYSAUG1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58039"">Jun. 1950</a>&#8592;Aug. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58057"">Oct. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 6.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work."
58057,"Famous Fantastic Mysteries, October 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195010.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-10-00,$0.25,132,pulp,FAMFANMYSOCT1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58005"">Aug. 1950</a>&#8592;Oct. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58028"">Jan. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 1.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence, Fawcette, and Finlay are credited as the interior artists on the table of contents. The last two sign their work and Lawrence is presumed to be responsible for the other work."
58028,"Famous Fantastic Mysteries, January 1951",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195101.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1951-01-00,$0.25,112,pulp,FAMFANMYSJAN1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58057"">Oct. 1950</a>&#8592;Jan. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58045"">Mar. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 2.<br>""In the Next Issue"" is signed ""Mary Gnaedinger, Editor"".<br>There is no interior artwork.<br>The cover artist is uncertain. Strauss credits Bud Parker while Contento credits Saunders. Robert Weinberg in <i>Art of Imagination</i> credits it to Steele Savage."
58046,"Famous Fantastic Mysteries, May 1951",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195105.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1951-05-00,$0.25,116,pulp,FAMFANMYSMAY1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58045"">Mar. 1951</a>&#8592;May 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58030"">Jul. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 4.<br>""In the Next Issue"" is signed ""Mary Gnaedinger, Editor"".<br>The cover artist is not listed but Ashley, Contento, and Strauss credit Lawrence.<br>The interior art for ""Lukundoo"" is probably by Lawrence."
58030,"Famous Fantastic Mysteries, July 1951",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195107.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1951-07-00,$0.25,116,pulp,FAMFANMYSJUL1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58046"">May 1951</a>&#8592;Jul. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58058"">Oct. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 5.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work."
58058,"Famous Fantastic Mysteries, October 1951",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195110.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1951-10-00,$0.25,116,pulp,FAMFANMYSOCT1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58030"">Jul. 1951</a>&#8592;Oct. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58017"">Dec. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 6.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work."
58017,"Famous Fantastic Mysteries, December 1951",https://isfdb.org/wiki/images/7/7c/FAMFANMYSDEC1951.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1951-12-00,$0.25,116,pulp,FAMFANMYSDEC1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58058"">Oct. 1951</a>&#8592;Dec. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58026"">Feb. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 1.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence, Bok, Fawcette, and Finlay are credited as the interior artists on the table of contents. The last three sign their work and Lawrence is presumed to be responsible for the other work."
58026,"Famous Fantastic Mysteries, February 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195202.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-02-00,$0.25,116,pulp,FAMFANMYSFEB1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58017"">Dec. 1951</a>&#8592;Feb. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57997"">Apr. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 2.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work."
